x0072,x0104,x0107,x0161,x0195,x0305,x0354,x0387,x0395,x0397,x0426,x0434,x0540,x0678,x0874,x0946,x0967,x0991,x0995,x1077,x1093,x1249,x2193
1.0,0.31226266560356686,0.06224972697488168,0.16719804538634983,0.17776535466664417,0.3340460747514961,0.13947532661545295,0.5426199664611382,0.3813220856183578,0.004511677282377946,0.0,0.3307193327083263,0.0,0.24927733873439578,0.3974709652554898,0.15215935721459656,0.11304314552396469,0.3179830758661291,0.0,0.2761857811579659,0.14290436315557514,0.29093042245093564,0.26252675658745595
0.3354478610833468,1.0,0.03739511127325795,0.48232962835954524,0.4994949988911917,0.3469397207244918,0.10518024755114001,0.2863886639549804,0.2696900308076771,0.0,0.0,0.28411345363192053,0.0,0.18364910276560162,0.326123207371068,0.5315039662891472,0.07207031250000001,0.0007102272727272929,0.0,0.04688354291962821,0.13311975254087494,0.29629051725122224,0.09135216195951013
0.04892741698501324,0.026507276507276523,1.0,0.022850614110254186,0.01952709883103082,0.03957354535598123,0.010721465266919805,0.034508515088138625,0.06694027738465891,0.28325606314411955,0.29660518097167815,0.6297763480101383,0.3844321472493112,0.6222949808896494,0.18048925185470938,0.009246805648957634,0.41227516810719234,0.002834868887313935,0.47361611632269585,0.09370725034199728,0.4897000196132417,0.06274285714285716,0.10683379464591397
0.17079093778189738,0.44895878994972765,0.02838033261026751,1.0,0.6490473000345907,0.19267548801913084,0.08512969195056024,0.149960584938194,0.1665733782622545,0.00013308490817143248,0.0,0.15008524154578337,0.0,0.1333896228318222,0.1905859474315969,0.8839362248160778,0.087890625,0.0,0.0,0.03319568325767247,0.12598857644991213,0.1466023272000902,0.08233532934131738
0.1961072928859393,0.49394880896462773,0.02696793002915454,0.6810030416285664,1.0,0.2680353925845537,0.14276135570132736,0.1932193219321932,0.1886872696342501,0.0,0.0,0.15224717738703897,0.0,0.1416324580795074,0.20663182203967895,0.7725956032347596,0.07408131352619235,0.0010541110330288261,0.0,0.05734571272528671,0.13752196836555358,0.17490228137371094,0.11603585657370519
0.28794168228654904,0.27228331611177836,0.03839155749636097,0.15314662702007711,0.19536714999103277,1.0,0.2374588814436041,0.2951211486617712,0.19982993197278914,0.0,0.0,0.23857439337860076,0.0,0.15466769404477992,0.24146220049732453,0.12858161593065393,0.16982492790737586,0.007047216349541918,0.0,0.07234347997206847,0.12535927481759895,0.42897731427300445,0.08480477493160904
0.17971886144375557,0.12073456417354743,0.017097126227719195,0.10950017860676119,0.16833354249588484,0.3461852796197891,1.0,0.2316080619281338,0.22751449930224066,0.0,0.0,0.10277336805013851,0.0,0.13586657850530076,0.1244710524638799,0.09843194778730355,0.09318008304675945,0.022887323943661997,0.0,0.0929864319180523,0.10395492708793636,0.129174402699763,0.09393712574850299
0.5339963436165014,0.2617826822300473,0.040634110787171995,0.14455110861100398,0.17212681638044913,0.33911135049105273,0.17873409514302033,1.0,0.30489545382454303,0.001995211492418214,0.0,0.232589699711111,0.0,0.24715783074105244,0.3205386371612729,0.12298115746971738,0.09521129075237714,0.33435324596076366,0.0,0.20965986394557823,0.12824175824175826,0.21747661844817814,0.22587139455051736
0.39738405803265153,0.25447586493617846,0.08432862830256965,0.16719620823432013,0.176088110403397,0.25780682643427744,0.1938032750628968,0.32051709923380944,1.0,0.007051623203831847,0.0,0.2124036239430826,0.0,0.163716814159292,0.27300976620301864,0.16037420648179085,0.11454070860712093,0.2619718309859155,0.0,0.25692566575015746,0.22743705443626677,0.1846382783882784,0.256419845425081
0.004115226337448541,0.0,0.34640323144461993,0.00014285714285716677,0.0,0.0,0.0,0.0025471980821096807,0.007369614512471645,1.0,0.2892877691085537,0.36083495992251496,0.29503656384213806,0.24047258515396552,0.010937038131835664,0.0,0.17984159570416308,0.03984485190409026,0.6619764706996208,0.032222829055161106,0.19998922746955713,0.0010278666057560448,0.009560466848770821
