smiles id prediction adm pass/fail
CC(=O)NCCc1c[nH]c2c(CC(=O)Nc3cnccc3C)cc(F)cc12 PET-SGC-1c3a473d-1 3 2 pass
NS(=O)(=O)c1ccc2c(c1)N(CCC(CNC(=O)NC1CCCCC1)c1ccncc1)CCC2 PET-SGC-f913cec9-1 3 2 pass
NS(=O)(=O)c1ccc2c(c1)N(CCC(Cc1ccncc1)NC(=O)NC1CCCCC1)CCC2 PET-SGC-f913cec9-2 3 2 pass
C[Si](C)(C)Oc1ccc(S(N)(=O)=O)cc1 LIZ-THE-6efed59f-1 3 2 pass
CC[Si](C)(C)Oc1ccc(S(N)(=O)=O)cc1 LIZ-THE-6efed59f-2 3 2 pass
COc1ccc(S(N)(=O)=O)cc1 LIZ-THE-6efed59f-3 3 2 pass
NC(=O)[C@H]1CC[C@@H](CN(Cc2ccoc2)C2CC2)C1 LIZ-THE-8e85e675-1 NA 1 fail
CCN(Cc1ccon1)C[C@@H]1CC[C@H](C(N)=O)C1 LIZ-THE-8e85e675-2 2 1 fail
CN1CCN(C(=O)Cc2c[nH]c3ncccc23)C(CO)C1 NIC-BIO-ec630548-1 2 2 fail
CN1CCN(C(=O)Cc2c[nH]c3ncccc23)C(C(=O)O)C1 NIC-BIO-ec630548-2 2 2 fail
CNC(=O)C1CN(C)CCN1C(=O)Cc1c[nH]c2ncccc12 NIC-BIO-ec630548-3 3 2 pass
CN1CCN(C(=O)Cc2c[nH]c3ncccc23)C(C(N)=O)C1 NIC-BIO-ec630548-4 2 2 fail
CC(=O)C(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1 DAN-MCD-5c762fbe-1 4 1 pass
CN1CCS(=O)(=O)c2ccc(S(N)(=O)=O)cc21 IND-SYN-8f867502-1 4 2 pass
CN1CCOc2ccc(S(N)(=O)=O)cc21 IND-SYN-8f867502-2 NA 2 fail
CN1CC[Si](C)(C)c2ccc(S(N)(=O)=O)cc21 IND-SYN-8f867502-3 3 2 pass
O=c1nc(Nc2cccnc2)[nH]c2ccccc12 SWA-SYN-59528602-1 NA NA fail
CN(c1cccnc1)c1ccnc(Nc2ccccc2)n1 SWA-SYN-59528602-2 3 2 pass
N#C/N=C(\Nc1ccccc1)Nc1cccnc1 SWA-SYN-59528602-3 NA 2 fail
O=C(CCl)N1CCN(C(=O)Nc2ccccc2O)CC1 SWA-SYN-d2e6fa14-1 3 2 pass
O=C(CCl)N1CCN(S(=O)(=O)Nc2ccccc2O)CC1 SWA-SYN-d2e6fa14-2 3 1 fail
O=C(Cn1cccn1)N1CCN(C(=O)Nc2ccccc2O)CC1 SWA-SYN-d2e6fa14-3 3 1 fail
O=C(Cc1c[nH]c2ncccc12)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1 SWA-SYN-d2e6fa14-4 3 2 pass
CNC(=O)NS(=O)(=O)N1CCN(C(=O)CCl)CC1 SWA-SYN-d2e6fa14-5 3 1 fail
O=C(NS(=O)(=O)N1CCN(C(=O)CCl)CC1)c1ncccn1 SWA-SYN-d2e6fa14-6 NA 1 fail
N#Cc1ccc(CNC(=O)N2CCN(C(=O)CCl)CC2)cc1 SWA-SYN-d2e6fa14-7 3 2 pass
O=C(Cn1cccn1)Nc1cccc(N2CCCS2(=O)=O)c1 SWA-SYN-d2e6fa14-8 3 1 fail
O=C(Cc1c[nH]c2ncccc12)N1CCC(N2CCCS2(=O)=O)CC1 SWA-SYN-d2e6fa14-9 3 2 pass
O=C(CCl)Nc1cccc(N2CCCS2(=O)=O)c1 SWA-SYN-d2e6fa14-10 3 2 pass
CN1C=CN(C(=O)Cc2cccc(C(=O)CNCc3ccccc3F)c2)C=C1 JOR-WAB-2fd4136b-1 3 2 pass
Cc1ccncc1NC(=O)Nc1ccccc1 ALE-HEI-f28a35b5-1 3 2 pass
Cc1nnc(NC(=O)Nc2cnccc2C)s1 ALE-HEI-f28a35b5-2 3 1 fail
Cc1nnc(CC(=O)Nc2cnccc2C)s1 ALE-HEI-f28a35b5-3 3 2 pass
Cc1nnc(NC(=O)Nc2cccnc2)s1 ALE-HEI-f28a35b5-4 4 1 pass
Cc1nnc(CC(=O)Nc2cccnc2)s1 ALE-HEI-f28a35b5-5 3 2 pass
Cc1ccncc1NC(=O)CC1CCCCC1 ALE-HEI-f28a35b5-6 3 2 pass
Cc1ccncc1NC(=O)NC1CCCCC1 ALE-HEI-f28a35b5-7 3 2 pass
O=C(Nc1cccnc1)NC1CCCCC1 ALE-HEI-f28a35b5-8 3 2 pass
O=C(CC1CCCCC1)Nc1cccnc1 ALE-HEI-f28a35b5-9 3 2 pass
Cc1ccncc1NC(=O)CCCCC(N)N ALE-HEI-f28a35b5-10 2 2 fail
Cc1ccncc1NC(=O)NCCCC(N)N ALE-HEI-f28a35b5-11 3 2 pass
Cc1ccncc1NC(=O)CCCBr ALE-HEI-f28a35b5-12 3 2 pass
Cc1ccncc1NC(=O)NCCBr ALE-HEI-f28a35b5-13 3 2 pass
O=C(CCCBr)Nc1cccnc1 ALE-HEI-f28a35b5-14 3 2 pass
O=C(NCCBr)Nc1cccnc1 ALE-HEI-f28a35b5-15 3 2 pass
CN1CCN(C(=O)Nc2cccnc2)CC1 ALE-HEI-f28a35b5-16 3 2 pass
Cc1ccncc1NC(=O)N1CCN(C)CC1 ALE-HEI-f28a35b5-17 3 2 pass
CC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cccc12 CAL-AMP-9edebd8f-1 3 2 pass
NC(=O)[C@H]1CCCC1N1CCCc2ccc(S(N)(=O)=O)cc21 PET-SGC-481b48b7-1 3 2 pass
NC(=O)[C@H]1CCC[C@H]1c1csc2cc(S(N)(=O)=O)ccc12 PET-SGC-481b48b7-2 4 1 pass
CS(O)(O)CCN(Cc1cccc2ccc(CN)cc12)C(O)Cc1cnccc1N MAR-KIN-5634a269-1 3 2 pass
O=C(Cl)N1CCN(Cc2cccc(Cl)c2)CC(c2cc(O)ccc2O)C1 AVI-UNI-c9bf710f-1 3 2 pass
O=C(Cl)N1CCN(Cc2cc(O)ccc2O)CC(c2cc(O)ccc2O)C1 AVI-UNI-c9bf710f-2 3 2 pass
O=C(NCCN1CCN(C(=O)CCl)CC1)c1ccccc1 STE-KUL-2e0d2e88-1 3 3 pass
O=C(NCCN1CCN(C(=O)CCl)CC1)c1cccc2ccccc12 STE-KUL-2e0d2e88-2 3 3 pass
O=C(NCCN1CCN(C(=O)CCl)CC1)c1cccnc1 STE-KUL-2e0d2e88-3 3 2 pass
O=C(CCl)N1CCCC(n2cc(-c3ccccc3)nn2)C1 STE-KUL-2e0d2e88-4 2 1 fail
O=C(CCl)N1CCCC(n2cc(-c3ccc(Cl)cc3)nn2)C1 STE-KUL-2e0d2e88-5 2 1 fail
O=C(CCl)N1CCCC(n2cc(COCc3ccccc3)nn2)C1 STE-KUL-2e0d2e88-6 2 1 fail
O=C(CCl)N1CCN(Cc2cn(Cc3ccccc3)nn2)CC1 STE-KUL-2e0d2e88-7 3 1 fail
CC(O)C1NC(=O)C(C2CC2)NC(=O)C(c2cncc3[nH]ccc23)NC(=O)C(C(c2ccccc2)C2CCCCC2)NC(=O)C(CCC(=O)O)NC1=O JON-MED-8431cefe-1 2 2 fail
CC(=O)N(C(=O)N(c1ccc(C)cc1)C1C=CS(=O)(=O)C1)C1=CNCC=C1C SEL-UNI-8426c22c-1 3 2 pass
CC(=O)N(C(=O)c1cccnc1Cl)C1=CNCC=C1C SEL-UNI-8426c22c-2 3 2 pass
CC(=O)N(C(=O)NC1CC1)C1=CNCC=C1C SEL-UNI-8426c22c-3 3 1 fail
CC(=O)N(C(=O)N1CCN(c2ccccc2)CC1)c1cnccc1C SEL-UNI-8426c22c-4 3 2 pass
O=C(Cc1ccccc1)N(Cc1cccnc1)C(=O)NC1CC1 MIC-SGC-657978c3-1 3 2 pass
O=C(NC1CC1)N(Cc1cccnc1)C(=O)c1ccccc1 MIC-SGC-657978c3-2 3 2 pass
O=C(Cc1ccccc1)N(Cc1cccnc1)C(=O)NCC1CC1 MIC-SGC-657978c3-3 3 2 pass
O=C(NCC1CC1)N(Cc1cccnc1)C(=O)c1ccccc1 MIC-SGC-657978c3-4 3 2 pass
O=C(Cc1ccccc1)N(C(=O)NCC1CC1)c1cccnc1 MIC-SGC-657978c3-5 3 2 pass
O=C(NCC1CC1)N(C(=O)c1ccccc1)c1cccnc1 MIC-SGC-657978c3-6 3 2 pass
O=C(Cc1ccccc1)N(C(=O)NC1CC1)c1cccnc1 MIC-SGC-657978c3-7 3 2 pass
O=C(NC1CC1)N(C(=O)c1ccccc1)c1cccnc1 MIC-SGC-657978c3-8 3 2 pass
O=S(=O)(NCCc1ccccc1)c1sccc1CN1CCC(O)CC1 MAK-UNK-31051d4e-1 3 2 pass
O=S(=O)(NCCc1ccccc1)c1cc(CN2CCC(O)CC2)cs1 MAK-UNK-31051d4e-2 3 2 pass
O=S(=O)(NCCc1ccccc1)c1cscc1CN1CCC(O)CC1 MAK-UNK-31051d4e-3 3 2 pass
O=S(=O)(NCCc1ccccc1)C(c1ccsc1)N1CCC(O)CC1 MAK-UNK-31051d4e-4 3 2 pass
O=S(=O)(NCCc1ccccc1)C1CC(O)CCN1Cc1ccsc1 MAK-UNK-31051d4e-5 3 1 fail
O=S(=O)(NCCc1ccccc1)C1CN(Cc2ccsc2)CCC1O MAK-UNK-31051d4e-6 3 2 pass
CN1CCN(C(=O)C(CO)c2c[nH]c3ncccc23)CC1 NIC-BIO-5044b423-1 3 2 pass
CC(C)N(C)C(=O)N1CCN(C(=O)CCl)CC1 VIK-SYN-bf9c9ac8-1 2 1 fail
CCNC(=O)N1CCN(C(=O)CCl)CC1 VIK-SYN-bf9c9ac8-2 3 1 fail
CNC(=O)C1CCN(C(=O)CF)CC1 VIK-SYN-bf9c9ac8-3 1 2 fail
CNC(=O)C1CCN(C(=O)CS(C)(=O)=O)CC1 VIK-SYN-bf9c9ac8-4 4 1 pass
CNC(=O)N(C)CCN(C)C(=O)CCl VIK-SYN-bf9c9ac8-5 3 1 fail
CC(C)c1coc(N2CCN(C(=O)CCl)CC2)n1 VIK-SYN-bf9c9ac8-6 3 1 fail
O=C(CCl)N1CCN(c2ncccn2)CC1 VIK-SYN-bf9c9ac8-7 3 1 fail
CC(C)c1coc(N(C)CCN(C)C(=O)CCl)n1 VIK-SYN-bf9c9ac8-8 3 1 fail
Oc1ccccc1CN1CCN(c2nc3ccccc3[nH]2)CC1 SWA-SYN-40d44a84-1 3 2 pass
CS(=O)(=O)Nc1ccc2[nH]c(C(=O)N3CCN(C(=O)CCl)CC3)cc2c1 SWA-SYN-40d44a84-2 3 2 pass
O=C(Nc1ccccc1)c1cccc2[nH]c(NCc3ccccc3O)nc12 SWA-SYN-40d44a84-3 3 2 pass
O=c1[nH]cccc1CNc1nc2ccccc2[nH]1 SWA-SYN-40d44a84-4 NA NA fail
FC(F)c1ccccc1CNc1nc2ccccc2[nH]1 SWA-SYN-40d44a84-5 3 2 pass
Cc1ccncc1-n1ccnc1C IND-SYN-2c708b29-1 3 2 pass
Cc1ccncc1NS(C)(=O)=O IND-SYN-2c708b29-2 4 2 pass
CS(=O)(=O)Nc1cnccc1C1CC1 IND-SYN-2c708b29-3 3 2 pass
CC(=O)Nc1cc(C#N)ccc1C IND-SYN-2c708b29-4 3 3 pass
Cc1ccc(C#N)cc1NS(C)(=O)=O IND-SYN-2c708b29-5 3 2 pass
O=C1CCN(Cc2ccc3c(c2)C(CC(=O)NC2CCCC(=O)C2)CC(=O)C3)CC1 CON-WAB-0566ad60-1 2 2 fail
CC1=CN=CC1CN(C)C(=O)N1CCN(c2ccccc2N(O)O)CC1 MAT-CRI-b80b8c24-1 3 2 pass
CC1CNCC1CN(CC(=O)N1CCN(C)CC1)C(O)N1CCN(C2CCCCC2N([O])O)CC1 MAT-CRI-b80b8c24-2 3 1 fail
CC(CCCc1ccc(S(N)(=O)=O)cc1)C(CCCNS(C)(=O)=O)C(=O)NC1=CN=C2C=CC=CC12 WAL-WAB-9cbe20c2-1 4 2 pass
Cc1nnc(CC(C(=O)NC2=CN=C3C=CC=CC23)C(C)CCCc2ccc(S(N)(=O)=O)cc2)s1 WAL-WAB-9cbe20c2-2 4 1 pass
Cc1nc(-c2c(C#N)n(-c3cccnc3)c(=O)n2-c2cccc(F)c2)co1 STE-UNK-28609fce-1 NA NA fail
N#Cc1ncc(N2CCCOCC2)cc1F JOH-UNI-9dc98897-1 3 2 pass
N#Cc1ncc(N2CCCOCC2)cc1C(F)(F)F JOH-UNI-9dc98897-2 3 2 pass
N#Cc1cc(F)c(N2CCCOCC2)cn1 JOH-UNI-9dc98897-3 3 2 pass
N#Cc1ncc(N2CCCOCC2)cc1C(F)F JOH-UNI-9dc98897-4 3 2 pass
N#Cc1ccc(N2CCCOCC2)c(C(F)F)n1 JOH-UNI-9dc98897-5 3 2 pass
N#Cc1ncc(N2CCCOCC2)cc1Cl JOH-UNI-9dc98897-6 3 2 pass
N#Cc1cc(C(F)(F)F)c(N2CCCOCC2)cn1 JOH-UNI-9dc98897-7 3 2 pass
N#Cc1cc(C(F)F)c(N2CCCOCC2)cn1 JOH-UNI-9dc98897-8 3 2 pass
N#Cc1ccc(N2CCCOCC2)c(Cl)n1 JOH-UNI-9dc98897-9 3 2 pass
N#Cc1ccc(N2CCCOCC2)c(C(F)(F)F)n1 JOH-UNI-9dc98897-10 3 2 pass
CC(=O)N1CCN(C(C(=O)N2CCN(Cc3cccs3)CC2)c2ccsc2)CC1 MAK-UNK-902cc841-1 3 2 pass
CC(=O)N1CCN(C(C(=O)N2CCN(Cc3ccsc3)CC2)c2cccs2)CC1 MAK-UNK-902cc841-2 3 2 pass
CC(=O)N1CCN(C(C(=O)Nc2cccc(N3CCCC3=O)c2)c2cccs2)CC1 MAK-UNK-902cc841-3 3 2 pass
CC(=O)N1CCN(C(C(=O)Nc2cccc(N3CCCC3=O)c2)c2ccsc2)CC1 MAK-UNK-902cc841-4 2 2 fail
CC(=O)N1CCN(C(C(=O)N(c2ccc(F)cc2)C2C=CS(=O)(=O)C2)c2cccs2)CC1 MAK-UNK-902cc841-5 3 1 fail
CC(=O)N1CCN(C(C(=O)N(c2ccc(F)cc2)C2C=CS(=O)(=O)C2)c2ccsc2)CC1 MAK-UNK-902cc841-6 3 2 pass
CC(=O)N1CCN(C(C(=O)N2CCN(S(=O)(=O)c3cccc(F)c3)CC2)c2cccs2)CC1 MAK-UNK-902cc841-7 4 1 pass
CC(=O)N1CCN(C(C(=O)N2CCN(S(=O)(=O)c3cccc(F)c3)CC2)c2ccsc2)CC1 MAK-UNK-902cc841-8 3 1 fail
CC(=O)N1CCN(C(C(=O)N2CCN(S(=O)(=O)c3c(F)cccc3F)CC2)c2cccs2)CC1 MAK-UNK-902cc841-9 4 1 pass
CC(=O)N1CCN(C(C(=O)N2CCN(S(=O)(=O)c3c(F)cccc3F)CC2)c2ccsc2)CC1 MAK-UNK-902cc841-10 3 1 fail
CC(=O)N1CCN(C(OC(=O)c2cccc(NS(C)(=O)=O)c2)c2cccs2)CC1 MAK-UNK-902cc841-11 3 2 pass
COC(=O)c1cccc(NS(=O)(=O)C(c2cccs2)N2CCN(C(C)=O)CC2)c1 MAK-UNK-902cc841-12 3 2 pass
CC(=O)N1CCN(C(OC(=O)c2cccc(NS(C)(=O)=O)c2)c2ccsc2)CC1 MAK-UNK-902cc841-13 3 2 pass
COC(=O)c1cccc(NS(=O)(=O)C(c2ccsc2)N2CCN(C(C)=O)CC2)c1 MAK-UNK-902cc841-14 3 2 pass
CC(=O)N1CCN(C(C(=O)Nc2cnccc2C)c2cccs2)CC1 MAK-UNK-902cc841-15 3 2 pass
CC(=O)Nc1cnccc1C(c1cccs1)N1CCN(C(C)=O)CC1 MAK-UNK-902cc841-16 3 2 pass
CC(=O)N1CCN(C(C(=O)Nc2cnccc2C)c2ccsc2)CC1 MAK-UNK-902cc841-17 3 2 pass
CC(=O)Nc1cnccc1C(c1ccsc1)N1CCN(C(C)=O)CC1 MAK-UNK-902cc841-18 3 2 pass
Cc1ncsc1-c1nc2ccccc2n1CC(=O)Nc1c(-c2cccnc2)nc2ccccn12 BAR-COM-4e090d3a-1 4 2 pass
Nc1nnnn1-c1cccc(C(=O)Nc2c(-c3cccnc3)nc3ccccn23)c1 BAR-COM-4e090d3a-2 3 2 pass
Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1 BAR-COM-4e090d3a-3 4 2 pass
CC1CN(Cc2ccccc2NC(=O)NCc2cnsc2)CC(C)O1 BAR-COM-4e090d3a-4 3 1 fail
Nc1ncncc1CNC(=O)Nc1ccccc1OCCn1ccnc1 BAR-COM-4e090d3a-5 3 2 pass
Cn1nncc1CC(=O)NC(c1ccccc1)c1nc2ccccc2n1C BAR-COM-4e090d3a-6 3 2 pass
CC(NC(=O)C(Cc1ccccc1)NC(=O)c1ccco1)c1ncco1 BAR-COM-4e090d3a-7 3 2 pass
Cc1cccc(-c2nnnn2C2CC2C)c1NC(=O)CCc1cccnc1 BAR-COM-4e090d3a-8 NA 2 fail
Cc1noc(C)c1COc1ccccc1C(=O)NC(C)c1nnc2ncccn12 BAR-COM-4e090d3a-9 3 1 fail
O=C(NCCNc1cccnn1)c1ccccc1NS(=O)(=O)c1cc(F)ccc1F BAR-COM-4e090d3a-10 3 2 pass
O=C(Cc1cncnc1)Nc1cccc(CCCc2ccccc2)c1 BAR-COM-4e090d3a-11 3 2 pass
Cc1ccccc1C(C(=O)NCC(O)Cn1ccnn1)c1ccccc1 BAR-COM-4e090d3a-12 3 1 fail
O=C(Cn1c(-c2cccc(Cl)c2Cl)nc2ccccc21)Nc1ccnnc1 BAR-COM-4e090d3a-13 NA 2 fail
N#Cc1cnn(-c2ccccc2NC(=O)Cc2ccn[nH]2)c1N BAR-COM-4e090d3a-14 2 2 fail
O=C(Cc1cccnc1Cl)Nc1cccc(OCCc2ccccc2)c1 BAR-COM-4e090d3a-15 3 2 pass
CCc1nnnn1-c1ccccc1NC(=O)C1(c2cncc(Br)c2)CC1 BAR-COM-4e090d3a-16 3 2 pass
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccncn2)C1 BAR-COM-4e090d3a-17 3 2 pass
CC1(C(=O)NCC(NC(=O)CCc2cnn[nH]2)c2ccccc2)CC1 BAR-COM-4e090d3a-18 2 1 fail
O=C(NC(Cc1ccccc1)C(=O)NCc1ccno1)OCc1ccccc1 BAR-COM-4e090d3a-19 4 2 pass
CC(C(=O)Nc1cccc(NC2CCCC2)c1)c1cnccn1 BAR-COM-4e090d3a-20 3 2 pass
NC(=O)C1Cc2ccccc2N(CC(=O)Nc2cnccn2)C1 BAR-COM-4e090d3a-21 2 2 fail
COc1cc(CNC(=O)Cc2ncc[nH]2)c2ccccc2n1 BAR-COM-4e090d3a-22 2 2 fail
O=C(NCc1cccnn1)Nc1cccc(-c2ncc3n2CCCC3)c1 BAR-COM-4e090d3a-23 2 2 fail
CN1CCN(C(=O)c2ccccc2NC(=O)C(O)c2cccnc2)CC1 BAR-COM-4e090d3a-24 4 2 pass
O=C(CCc1cnn[nH]1)NC(CNC(=O)C1CCC1)c1ccccc1 BAR-COM-4e090d3a-25 3 1 fail
CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1 BAR-COM-4e090d3a-26 3 2 pass
CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1 BAR-COM-4e090d3a-27 3 2 pass
CC(NC(=O)NC(Cc1nccn1C)c1ccccc1)c1ncco1 BAR-COM-4e090d3a-28 3 2 pass
O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1 BAR-COM-4e090d3a-29 3 1 fail
O=C(CCc1cnn[nH]1)NC(Cn1cccn1)c1ccccc1 BAR-COM-4e090d3a-30 3 2 pass
CCC(NC(=O)C(C)n1cncn1)c1ccccc1OCC(=O)N1CCCC1 BAR-COM-4e090d3a-31 3 2 pass
Cc1cncc(N(Cc2ncc[nH]2)C(=O)Cn2c(-c3scnc3C)nc3ccccc32)c1 BAR-COM-4e090d3a-32 3 2 pass
CSCc1nc2ccccc2n1CC(=O)NC1CCOC1c1ccncc1 BAR-COM-4e090d3a-33 3 2 pass
O=C(NCC(O)Cn1ccnn1)c1ccccc1OC1CCC1 BAR-COM-4e090d3a-34 3 2 pass
O=C(Cc1cccnc1Br)Nc1cccc(OCCn2cncn2)c1 BAR-COM-4e090d3a-35 3 2 pass
COC(=O)C(Cc1ccccc1)C(C)NC(=O)C(C)n1ccnc1 BAR-COM-4e090d3a-36 3 2 pass
COc1ccccc1C(NC(=O)Cc1cnnn1C)c1noc(C)n1 BAR-COM-4e090d3a-37 3 1 fail
Cc1noc(CC(NC(=O)C(C)Cn2ccnc2)c2ccccc2)n1 BAR-COM-4e090d3a-38 3 2 pass
O=C(Cc1cncnc1)Nc1cccc(OC2CC(=O)N2)c1 BAR-COM-4e090d3a-39 3 2 pass
O=C(NCc1cnn2ccccc12)c1cccnc1OCCO BAR-COM-4e090d3a-40 3 2 pass
O=C(NCc1cnn2ccccc12)c1cccnc1OCCO BAR-COM-4e090d3a-41 3 2 pass
O=C(NCc1ccno1)c1ccccc1Oc1ccc(Cl)cc1Cl BAR-COM-4e090d3a-42 3 2 pass
O=C(NCc1noc2ccccc12)c1ccccc1OCC1CC1 BAR-COM-4e090d3a-43 3 2 pass
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccoc2)C1 BAR-COM-4e090d3a-44 3 2 pass
O=C(CCn1ccnn1)NC(CN1CCOCC1)c1ccccc1 BAR-COM-4e090d3a-45 3 1 fail
Cc1noc(CC(NC(=O)NC(c2cncc(Br)c2)C2CC2)c2ccccc2)n1 BAR-COM-4e090d3a-46 3 2 pass
Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1 BAR-COM-4e090d3a-47 3 2 pass
Cc1ccc(Oc2cccc(NC(=O)NCc3cnnn3C)c2)c(C)c1 BAR-COM-4e090d3a-48 3 2 pass
N#CCOc1ccccc1C(=O)NCc1cnsc1 BAR-COM-4e090d3a-49 3 2 pass
O=C(Cc1ccccc1OC1CCOC1)OCc1cnn[nH]1 BAR-COM-4e090d3a-50 3 1 fail
CCn1c(=O)n(CC(=O)NCc2cnccn2)c2ccccc21 BAR-COM-4e090d3a-51 NA NA fail
Cn1cncc1CNC(=O)Nc1cccc(OCC(F)F)n1 BAR-COM-4e090d3a-52 3 2 pass
CC(C(=O)Nc1cccc(OC2CC(=O)N2)c1)c1cnccn1 BAR-COM-4e090d3a-53 3 2 pass
O=C(NCc1cccnn1)Nc1cccc(OCCN2CCOCC2)c1 BAR-COM-4e090d3a-54 NA 2 fail
CC(OCC1CCCCO1)C(=O)N(CCc1ccccc1)Cc1cccnc1 BAR-COM-4e090d3a-55 2 2 fail
O=C(Nc1ccnnc1)NC(Cc1ccccc1)C(=O)N1CCCC1 BAR-COM-4e090d3a-56 3 2 pass
O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)C(O)c1cccnc1 BAR-COM-4e090d3a-57 NA 2 fail
O=C(NCc1cncs1)Nc1cccc(N2CCOCC2)c1 BAR-COM-4e090d3a-58 3 2 pass
CC(=O)N1CCCC1C(=O)NCC(NC(=O)Cn1cncn1)c1ccccc1 BAR-COM-4e090d3a-59 3 2 pass
O=C(NCc1cccnn1)Nc1cccc(N2CCC2=O)c1 BAR-COM-4e090d3a-60 3 2 pass
O=C(NCc1ccns1)Nc1cccc(CN2CCCC2=O)c1 BAR-COM-4e090d3a-61 NA 2 fail
CC(NC(=O)c1ccccc1OCC(N)=O)c1cnn(C)c1 BAR-COM-4e090d3a-62 3 2 pass
CC1CCCC(OCc2cccc(NC(=O)NC(C)c3ccn[nH]3)c2)C1 BAR-COM-4e090d3a-63 3 1 fail
O=C(NCc1cnccn1)c1sc2cccc(F)c2c1COc1ccccc1 BAR-COM-4e090d3a-64 4 2 pass
O=C(NCc1ccno1)c1ccccc1OC1CCCCC1 BAR-COM-4e090d3a-65 3 2 pass
CC(c1cccc(NC(=O)Cc2cnccc2Cl)c1)N1CCOCC1 BAR-COM-4e090d3a-66 3 2 pass
O=C(CCc1cncnc1)NC(CNC(=O)C1CC1)c1ccccc1 BAR-COM-4e090d3a-67 3 2 pass
O=C(Nc1cccc(-c2cc[nH]n2)c1)C(O)c1cccnc1 BAR-COM-4e090d3a-68 4 2 pass
O=C(NCc1cccnc1)Nc1cccc(OCC(F)F)n1 BAR-COM-4e090d3a-69 3 2 pass
O=C(O)CCCc1cncc(NC(=O)Nc2cccc(Cl)c2)c1 JAN-LUN-3e0f9c09-1 2 2 fail
NC(=O)CCCc1cncc(NC(=O)Nc2cccc(O)c2)c1 JAN-LUN-3e0f9c09-2 3 2 pass
CC1CC(O)CC(NC(=O)Nc2cncc(CCCC(N)=O)c2)C1 JAN-LUN-3e0f9c09-3 2 2 fail
O=C(O)CCCc1cncc(NC(=O)Nc2cccc(O)c2)c1 JAN-LUN-3e0f9c09-4 3 2 pass
O=C(O)CCC1=CC2C(NC(=O)Nc3cccc(O)c3)=CNC2N=C1 JAN-LUN-3e0f9c09-5 3 1 fail
O=C(O)CC1=CC2C(NC(=O)Nc3cccc(O)c3)=CNC2N=C1 JAN-LUN-3e0f9c09-6 3 1 fail
O=C(O)CCC1=CC=NC2NC=C(NC(=O)Nc3cccc(O)c3)C12 JAN-LUN-3e0f9c09-7 3 1 fail
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)CC(c2cc(O)ccc2O)C1 AVI-UNI-70b60925-1 3 2 pass
O=C(CCl)N1CCN(Cc2cc(O)ccc2O)CC(c2cc(O)ccc2O)C1 AVI-UNI-70b60925-2 3 2 pass
C#Cc1c(Cc2cc(C)cc3ccnnc23)nc(-c2cnccc2C)c2n[nH]c(C)c12 STE-UNK-a3cce3f2-1 2 1 fail
CC(C(=O)N1CCN(C)CC1)c1c[nH]c2ncccc12 NIC-BIO-174c9b04-1 3 2 pass
CN1CCN(C(=O)C2(c3c[nH]c4ncccc34)CC2)CC1 NIC-BIO-174c9b04-2 3 2 pass
CN1CCN(C(=O)C2(c3c[nH]c4ncccc34)CCCCC2)CC1 NIC-BIO-174c9b04-3 2 2 fail
C=CC(=O)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1 JAG-SYN-9c2cd0bd-1 3 1 fail
C#CC(=O)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1 JAG-SYN-9c2cd0bd-2 3 1 fail
C=CC(=O)N1CCC(C(=O)Nc2ccccc2)CC1 JAG-SYN-9c2cd0bd-3 3 3 pass
C#CC(=O)N1CCC(C(=O)Nc2ccccc2)CC1 JAG-SYN-9c2cd0bd-4 3 3 pass
O=C(Nc1ccccc1)C1CCc2sccc2C1 JAG-SYN-9c2cd0bd-5 3 2 pass
O=C(Nc1ccccc1)N1CCc2sccc2C1 JAG-SYN-9c2cd0bd-6 3 2 pass
O=C(Nc1ccccc1)C1CCN(C(=O)C2CO2)CC1 JAG-SYN-9c2cd0bd-7 4 2 pass
O=C(Nc1ccccc1)C1CCN(C(=O)CB(O)O)CC1 JAG-SYN-9c2cd0bd-8 3 2 pass
O=C(Nc1ccccc1)C1CCN(CCCl)CC1 JAG-SYN-9c2cd0bd-9 3 3 pass
O=S(=O)(c1c(F)cccc1F)N1CCc2sccc2C1 JAG-SYN-9c2cd0bd-10 3 1 fail
O=S(=O)(c1c(F)cccc1F)N1CCN(CCCl)CC1 JAG-SYN-9c2cd0bd-11 3 1 fail
O=C(C1CO1)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1 JAG-SYN-9c2cd0bd-12 3 1 fail
